task_id,task_name,category,priority,task_duration_days,days_until_deadline,percent_complete,expected_percent_complete,num_dependencies,num_dependencies_incomplete,resource_availability_pct,team_workload_score,past_delays_count,progress_gap,risk_score_raw,risk_label
T0902,Development task 902,Development,Low,1,13,50.7,0.0,2,2,70.6,6.4,0,-50.7,0.3002854600013676,Medium
T0903,Research task 903,Research,Medium,4,1,79.1,75.0,5,0,65.0,2.0,0,-4.099999999999994,0.09713839609077206,Low
T0904,Design task 904,Design,Medium,13,0,54.2,100.0,0,0,29.2,5.3,4,45.8,0.4689729257983468,High
T0905,Presentation task 905,Presentation,Low,7,18,68.3,0.0,5,0,92.4,5.9,1,-68.3,0.13549173293093492,Low
T0906,Testing task 906,Testing,Low,10,4,50.1,60.0,2,2,68.4,6.5,0,9.899999999999999,0.3263235146180865,Medium
T0907,Presentation task 907,Presentation,Medium,6,15,46.4,0.0,3,1,60.3,2.0,1,-46.4,0.1959436525746344,Low
T0908,Presentation task 908,Presentation,Medium,3,1,19.8,66.7,3,2,58.8,4.8,3,46.900000000000006,0.4094300464319658,High
T0909,Research task 909,Research,High,6,4,5.6,33.3,1,1,77.2,9.2,0,27.699999999999996,0.32590418908895297,Medium
T0910,Development task 910,Development,High,2,4,48.5,0.0,5,0,52.1,9.3,0,-48.5,0.2078470163223483,Medium
T0911,Presentation task 911,Presentation,High,11,4,56.4,63.6,1,1,24.9,7.5,1,7.200000000000003,0.3048534972830005,Medium
T0912,Development task 912,Development,Medium,3,13,22.8,0.0,0,0,78.1,5.8,1,-22.8,0.11617344093893141,Low
T0913,Testing task 913,Testing,Low,6,19,54.1,0.0,4,4,80.4,2.5,0,-54.1,0.2081684852461225,Medium
T0914,Testing task 914,Testing,Medium,14,18,56.3,0.0,3,1,66.0,6.8,0,-56.3,0.26848418933333473,Medium
T0915,Documentation task 915,Documentation,Medium,9,15,1.1,0.0,5,3,47.0,4.6,1,-1.1,0.27229335178123976,Medium
T0916,Presentation task 916,Presentation,Medium,7,2,32.1,71.4,2,1,71.8,6.4,1,39.300000000000004,0.4406548121365273,High
T0917,Presentation task 917,Presentation,Medium,8,20,65.2,0.0,0,0,40.7,3.4,0,-65.2,0.1550337359404859,Low
T0918,Testing task 918,Testing,Low,11,10,64.7,9.1,0,0,49.5,4.6,0,-55.6,0.11796663643839672,Low
T0919,Testing task 919,Testing,Low,4,10,26.2,0.0,2,2,55.0,5.4,0,-26.2,0.28851917372065894,Medium
T0920,Development task 920,Development,Low,9,14,59.0,0.0,1,0,86.9,5.6,0,-59.0,0.14012131669660863,Low
T0921,Research task 921,Research,Low,13,15,80.6,0.0,5,5,62.7,6.2,1,-80.6,0.3919533996554624,High
T0922,Documentation task 922,Documentation,High,9,19,74.4,0.0,0,0,61.0,3.6,0,-74.4,0.10588449685327832,Low
T0923,Research task 923,Research,Low,7,11,52.6,0.0,5,4,100.0,1.6,1,-52.6,0.09162446780735278,Low
T0924,Documentation task 924,Documentation,Medium,3,12,43.3,0.0,1,1,77.0,9.1,0,-43.3,0.18510988712890492,Low
T0925,Development task 925,Development,High,4,15,39.3,0.0,0,0,76.8,10.0,0,-39.3,0.16847936949415565,Low
T0926,Documentation task 926,Documentation,Medium,14,3,66.7,78.6,1,0,62.6,6.1,1,11.899999999999991,0.109021591609268,Low
T0927,Presentation task 927,Presentation,Medium,8,5,59.9,37.5,0,0,58.1,1.7,1,-22.4,0.1947718899535082,Low
T0928,Testing task 928,Testing,Medium,5,12,70.7,0.0,2,1,26.3,3.1,0,-70.7,0.25356332823665334,Medium
T0929,Testing task 929,Testing,Medium,6,-1,58.3,100.0,1,0,89.4,6.3,1,41.7,0.3012333161918044,Medium
T0930,Development task 930,Development,Medium,9,5,75.5,44.4,3,1,79.0,8.4,0,-31.1,0.1520176202995602,Low
T0931,Development task 931,Development,High,8,14,57.4,0.0,3,3,66.4,2.0,1,-57.4,0.29847262146547215,Medium
T0932,Research task 932,Research,Medium,10,20,74.6,0.0,0,0,67.3,4.7,2,-74.6,0.09720147555078307,Low
T0933,Research task 933,Research,High,4,9,76.8,0.0,0,0,84.7,5.5,1,-76.8,0.07120532848661404,Low
T0934,Documentation task 934,Documentation,High,10,7,34.9,30.0,0,0,38.9,7.2,3,-4.899999999999999,0.21135270299866538,Medium
T0935,Presentation task 935,Presentation,Medium,7,8,9.8,0.0,1,1,58.2,4.1,2,-9.8,0.2632377040620496,Medium
T0936,Research task 936,Research,Medium,14,13,93.6,7.1,0,0,47.3,1.1,1,-86.5,0.1432565386240366,Low
T0937,Design task 937,Design,Medium,3,10,61.4,0.0,1,1,100.0,6.6,1,-61.4,0.27530027833744986,Medium
T0938,Testing task 938,Testing,Medium,3,-2,12.1,100.0,3,0,87.5,7.8,0,87.9,0.5656485649473351,High
T0939,Documentation task 939,Documentation,Medium,7,10,37.2,0.0,1,1,25.9,4.8,3,-37.2,0.3331886854617371,Medium
T0940,Documentation task 940,Documentation,Medium,8,7,74.3,12.5,1,1,39.7,6.0,0,-61.8,0.3314760986878167,Medium
T0941,Documentation task 941,Documentation,High,10,14,48.0,0.0,2,2,67.4,3.8,0,-48.0,0.20568335263451532,Medium
T0942,Research task 942,Research,Medium,6,18,42.2,0.0,3,0,60.6,2.9,0,-42.2,0.011556699276901672,Low
T0943,Design task 943,Design,Medium,13,20,90.0,0.0,1,1,43.5,7.6,1,-90.0,0.28186011308114123,Medium
T0944,Development task 944,Development,Low,7,12,28.8,0.0,1,1,100.0,6.0,0,-28.8,0.14968697428618563,Low
T0945,Research task 945,Research,Medium,2,6,35.0,0.0,2,1,76.3,6.2,0,-35.0,0.1636173130767078,Low
T0946,Development task 946,Development,High,2,8,60.3,0.0,0,0,79.5,8.8,0,-60.3,0.11478126353790555,Low
T0947,Development task 947,Development,High,14,2,64.8,85.7,2,0,56.2,2.4,2,20.900000000000006,0.21512785445434773,Medium
T0948,Presentation task 948,Presentation,Medium,2,19,67.4,0.0,5,2,84.4,3.6,0,-67.4,0.17506752737134557,Low
T0949,Design task 949,Design,Medium,14,17,77.8,0.0,2,0,62.4,5.4,0,-77.8,0.22316285513312858,Medium
T0950,Presentation task 950,Presentation,Medium,4,17,60.0,0.0,0,0,64.3,3.6,0,-60.0,0.02128267628704883,Low
T0951,Documentation task 951,Documentation,Low,2,5,67.2,0.0,4,3,82.2,7.0,2,-67.2,0.2206466019882961,Medium
T0952,Documentation task 952,Documentation,Low,5,5,48.5,0.0,0,0,37.4,4.5,1,-48.5,0.13849435373025826,Low
T0953,Documentation task 953,Documentation,High,9,17,56.6,0.0,1,0,100.0,2.5,0,-56.6,0.07578709387182964,Low
T0954,Presentation task 954,Presentation,Medium,6,10,57.7,0.0,0,0,73.6,5.2,1,-57.7,0.12401929451801419,Low
T0955,Design task 955,Design,High,11,14,60.4,0.0,5,2,95.6,5.4,0,-60.4,0.11806120551148552,Low
T0956,Development task 956,Development,Low,9,9,74.3,0.0,5,3,48.5,7.3,2,-74.3,0.3559199837186044,High
T0957,Testing task 957,Testing,Medium,6,8,68.9,0.0,3,0,51.5,6.0,1,-68.9,0.2272361799837651,Medium
T0958,Presentation task 958,Presentation,Medium,9,12,56.1,0.0,3,3,46.8,6.2,1,-56.1,0.33852866869548515,High
T0959,Research task 959,Research,Medium,14,16,34.8,0.0,3,2,75.0,5.8,1,-34.8,0.20035570533563948,Low
T0960,Development task 960,Development,Medium,6,5,56.7,16.7,3,0,71.3,4.5,2,-40.0,0.15739731169510296,Low
T0961,Design task 961,Design,Medium,3,16,54.3,0.0,3,0,60.7,3.2,1,-54.3,0.11195325624403832,Low
T0962,Design task 962,Design,High,6,3,59.8,50.0,5,5,49.7,5.7,1,-9.799999999999997,0.3522326711440603,High
T0963,Documentation task 963,Documentation,Medium,12,7,100.0,41.7,4,1,44.7,4.2,0,-58.3,0.1603299890699082,Low
T0964,Design task 964,Design,Low,4,18,41.9,0.0,0,0,69.0,9.2,1,-41.9,0.2474158290327711,Medium
T0965,Documentation task 965,Documentation,Low,14,19,65.6,0.0,2,2,60.7,8.4,0,-65.6,0.33077734464967307,Medium
T0966,Presentation task 966,Presentation,Medium,9,19,81.7,0.0,5,2,56.3,6.6,0,-81.7,0.2830017107611482,Medium
T0967,Documentation task 967,Documentation,Medium,9,5,57.5,44.4,2,1,100.0,5.9,0,-13.100000000000001,0.22198297394057298,Medium
T0968,Design task 968,Design,Medium,5,17,100.0,0.0,1,0,68.4,4.8,0,-100.0,0.14234903844333202,Low
T0969,Research task 969,Research,Medium,13,19,45.5,0.0,5,3,95.4,1.8,1,-45.5,0.12524281092240905,Low
T0970,Development task 970,Development,Medium,1,20,63.1,0.0,3,0,59.3,4.5,0,-63.1,0.18056631161098924,Low
T0971,Testing task 971,Testing,High,5,-2,35.0,100.0,3,1,74.9,5.3,0,65.0,0.4879332351139177,High
T0972,Documentation task 972,Documentation,Medium,6,15,46.2,0.0,2,1,68.9,5.6,1,-46.2,0.34415172217371526,High
T0973,Development task 973,Development,Medium,7,20,61.2,0.0,0,0,36.0,6.2,1,-61.2,0.221171811091401,Medium
T0974,Design task 974,Design,Medium,7,15,76.2,0.0,2,0,98.6,7.3,0,-76.2,0.1464844019507042,Low
T0975,Presentation task 975,Presentation,High,3,3,63.0,0.0,2,1,67.3,3.3,1,-63.0,0.21640452789813494,Medium
T0976,Presentation task 976,Presentation,Medium,4,15,86.5,0.0,5,3,84.9,3.3,0,-86.5,0.1671950704065941,Low
T0977,Testing task 977,Testing,High,2,0,52.6,100.0,1,1,55.0,8.6,0,47.4,0.4994604225206218,High
T0978,Documentation task 978,Documentation,Low,9,9,46.7,0.0,0,0,66.7,6.9,1,-46.7,0.184828858899595,Low
T0979,Presentation task 979,Presentation,Medium,5,12,100.0,0.0,2,0,52.7,4.0,1,-100.0,0.17367545425735945,Low
T0980,Development task 980,Development,Medium,8,8,64.9,0.0,5,5,94.7,4.7,0,-64.9,0.30283606164888793,Medium
T0981,Research task 981,Research,Medium,9,14,37.0,0.0,2,2,76.2,4.7,2,-37.0,0.2883091945818549,Medium
T0982,Testing task 982,Testing,Low,10,3,37.6,70.0,2,2,77.3,5.1,1,32.4,0.37080554122873854,High
T0983,Development task 983,Development,Medium,8,11,31.4,0.0,4,4,97.2,6.2,0,-31.4,0.24085730017005086,Medium
T0984,Documentation task 984,Documentation,Medium,10,12,78.4,0.0,3,1,93.1,10.0,1,-78.4,0.16086981952150764,Low
T0985,Documentation task 985,Documentation,High,9,12,45.9,0.0,1,1,85.3,5.5,0,-45.9,0.2876106921786155,Medium
T0986,Development task 986,Development,Medium,10,4,58.2,60.0,5,4,41.6,6.7,2,1.7999999999999972,0.3440079859906242,High
T0987,Development task 987,Development,Low,9,5,53.4,44.4,3,2,56.1,0.8,0,-9.0,0.22622202300689534,Medium
T0988,Development task 988,Development,Medium,5,3,73.3,40.0,0,0,49.9,3.8,0,-33.3,0.16597754287212668,Low
T0989,Testing task 989,Testing,Medium,4,8,33.8,0.0,2,0,84.6,8.1,0,-33.8,0.15978659154197034,Low
T0990,Testing task 990,Testing,Low,12,11,28.1,8.3,5,3,73.4,6.0,1,-19.8,0.24069427290304982,Medium
T0991,Testing task 991,Testing,Medium,5,6,60.6,0.0,2,2,42.2,0.0,1,-60.6,0.1973100555686663,Low
T0992,Testing task 992,Testing,Medium,8,7,70.0,12.5,3,3,66.2,6.7,2,-57.5,0.2861065633087346,Medium
T0993,Presentation task 993,Presentation,Low,3,4,63.3,0.0,3,1,40.1,9.8,2,-63.3,0.41660660277358025,High
T0994,Design task 994,Design,Medium,7,3,34.8,57.1,4,1,68.9,0.0,2,22.300000000000004,0.22373138727519565,Medium
T0995,Design task 995,Design,Medium,8,13,71.9,0.0,5,4,36.9,8.8,0,-71.9,0.41624672064271584,High
T0996,Documentation task 996,Documentation,High,9,16,36.4,0.0,0,0,80.6,0.0,1,-36.4,0.11501201354892923,Low
T0997,Presentation task 997,Presentation,Medium,8,4,42.0,50.0,3,0,77.6,7.3,0,8.0,0.1605576534950393,Low
T0998,Testing task 998,Testing,Low,6,17,31.4,0.0,3,0,100.0,5.0,0,-31.4,0.09617528829639221,Low
T0999,Development task 999,Development,High,14,11,87.5,21.4,0,0,87.0,0.0,0,-66.1,0.021750538774567386,Low
T1000,Development task 1000,Development,Medium,8,1,70.8,87.5,4,2,61.5,6.1,0,16.700000000000003,0.26983930984915555,Medium
T1001,Development task 1001,Development,Low,12,6,70.1,50.0,0,0,86.4,7.9,0,-20.099999999999994,0.12962600120478718,Low
T1002,Research task 1002,Research,High,11,-2,86.2,100.0,2,2,42.0,5.9,1,13.799999999999997,0.4731753295119614,High
T1003,Testing task 1003,Testing,Low,8,-2,100.0,100.0,1,0,50.8,6.5,0,0.0,0.21634853724945713,Medium
T1004,Design task 1004,Design,High,13,5,12.3,61.5,0,0,76.7,4.0,2,49.2,0.28424117356474027,Medium
T1005,Design task 1005,Design,Medium,2,8,36.5,0.0,4,2,26.8,0.3,0,-36.5,0.18563165723071778,Low
T1006,Testing task 1006,Testing,High,13,16,39.6,0.0,1,0,69.3,6.7,1,-39.6,0.26879313323217185,Medium
T1007,Presentation task 1007,Presentation,High,12,1,33.7,91.7,1,0,49.6,9.4,1,58.0,0.3845642198114447,High
T1008,Design task 1008,Design,Low,8,17,28.1,0.0,5,0,72.0,7.8,1,-28.1,0.20074883161802962,Low
T1009,Presentation task 1009,Presentation,High,11,3,47.5,72.7,5,3,48.4,0.0,1,25.200000000000003,0.28959971280405844,Medium
T1010,Testing task 1010,Testing,Medium,8,1,24.6,87.5,0,0,78.5,1.2,1,62.9,0.295033921241545,Medium
T1011,Presentation task 1011,Presentation,Medium,4,14,63.4,0.0,1,1,70.4,2.9,1,-63.4,0.1906728813088534,Low
T1012,Development task 1012,Development,Medium,12,15,56.3,0.0,4,1,98.0,1.0,0,-56.3,0.09136881219167116,Low
T1013,Presentation task 1013,Presentation,Low,4,11,67.0,0.0,4,1,70.1,5.1,0,-67.0,0.19757617970102803,Low
T1014,Testing task 1014,Testing,Low,5,0,67.7,100.0,5,4,54.6,6.0,1,32.3,0.4804508561217376,High
T1015,Documentation task 1015,Documentation,Low,8,0,70.1,100.0,3,0,65.1,1.4,0,29.900000000000006,0.2826370658228314,Medium
T1016,Testing task 1016,Testing,Low,12,6,45.7,50.0,0,0,43.1,6.9,0,4.299999999999997,0.26734164975502883,Medium
T1017,Development task 1017,Development,Low,6,8,100.0,0.0,5,0,78.1,6.5,1,-100.0,0.1878354637641974,Low
T1018,Testing task 1018,Testing,High,7,20,60.9,0.0,0,0,81.8,3.6,0,-60.9,0.05399037744263906,Low
T1019,Presentation task 1019,Presentation,Medium,1,4,8.4,0.0,0,0,100.0,4.6,0,-8.4,0.10372207746064382,Low
T1020,Documentation task 1020,Documentation,High,2,2,29.9,0.0,4,0,57.6,0.1,0,-29.9,0.12006003295692846,Low
T1021,Research task 1021,Research,High,1,19,11.5,0.0,3,3,64.6,4.2,2,-11.5,0.25865176165100573,Medium
T1022,Documentation task 1022,Documentation,Medium,2,1,55.4,50.0,0,0,58.5,5.0,0,-5.399999999999999,0.09877805529728709,Low
T1023,Presentation task 1023,Presentation,Medium,13,-2,52.0,100.0,1,0,74.2,5.4,1,48.0,0.27322788559793887,Medium
T1024,Documentation task 1024,Documentation,High,12,7,43.3,41.7,3,0,77.6,5.9,1,-1.5999999999999943,0.14225944117227426,Low
T1025,Development task 1025,Development,Medium,12,7,100.0,41.7,1,1,68.9,5.6,0,-58.3,0.2455519857433459,Medium
T1026,Development task 1026,Development,Medium,1,12,68.7,0.0,4,0,91.7,4.3,1,-68.7,0.03452758778404594,Low
T1027,Documentation task 1027,Documentation,High,2,18,73.2,0.0,2,1,57.7,5.7,1,-73.2,0.28458494996090145,Medium
T1028,Testing task 1028,Testing,Medium,4,19,31.7,0.0,3,0,89.7,7.5,0,-31.7,0.13556090746482058,Low
T1029,Development task 1029,Development,Medium,8,4,30.0,50.0,2,2,80.8,4.8,0,20.0,0.38160596407910097,High
T1030,Development task 1030,Development,High,5,20,55.9,0.0,2,2,69.8,5.8,2,-55.9,0.31749346016584623,Medium
T1031,Development task 1031,Development,Medium,7,12,59.3,0.0,2,2,63.7,4.5,0,-59.3,0.20196665473937575,Low
T1032,Research task 1032,Research,High,3,-1,8.6,100.0,4,1,100.0,3.4,1,91.4,0.5104807273311741,High
T1033,Research task 1033,Research,Low,11,19,50.5,0.0,3,1,53.7,6.3,1,-50.5,0.26412220141027176,Medium
T1034,Research task 1034,Research,Low,5,1,55.4,80.0,3,3,76.0,3.6,0,24.6,0.3387188207056497,High
T1035,Development task 1035,Development,Medium,1,11,49.6,0.0,3,3,55.0,6.0,1,-49.6,0.2520620168011729,Medium
T1036,Testing task 1036,Testing,Low,11,16,34.7,0.0,1,0,100.0,5.1,0,-34.7,0.0815148032153303,Low
T1037,Development task 1037,Development,High,13,3,41.5,76.9,5,4,87.7,4.2,1,35.400000000000006,0.3253077682341908,Medium
T1038,Presentation task 1038,Presentation,Low,1,4,50.6,0.0,3,3,56.4,4.2,1,-50.6,0.3611110498197233,High
T1039,Design task 1039,Design,Medium,7,8,57.3,0.0,4,2,80.3,3.7,1,-57.3,0.16135783264533707,Low
T1040,Development task 1040,Development,Low,12,18,70.1,0.0,5,3,75.2,0.9,0,-70.1,0.23693005532466493,Medium
T1041,Design task 1041,Design,High,10,3,82.0,70.0,5,0,59.7,6.0,0,-12.0,0.0642420666240582,Low
T1042,Design task 1042,Design,Medium,12,13,47.6,0.0,4,0,85.2,5.6,0,-47.6,0.1129397802072574,Low
T1043,Testing task 1043,Testing,Low,6,8,43.6,0.0,4,0,77.8,7.1,0,-43.6,0.211269632005066,Medium
T1044,Design task 1044,Design,Low,6,0,65.9,100.0,2,0,74.3,3.7,1,34.099999999999994,0.23555145087230178,Medium
T1045,Design task 1045,Design,Medium,10,14,70.3,0.0,4,4,69.2,9.7,1,-70.3,0.3604066198853149,High
T1046,Documentation task 1046,Documentation,High,3,17,44.1,0.0,1,1,78.6,4.1,0,-44.1,0.17344821428179782,Low
T1047,Documentation task 1047,Documentation,High,4,11,74.8,0.0,4,3,74.6,2.8,0,-74.8,0.16591161789238584,Low
T1048,Design task 1048,Design,Medium,9,2,79.5,77.8,0,0,71.2,2.5,0,-1.7000000000000028,0.12293113205571406,Low
T1049,Research task 1049,Research,Medium,10,1,87.3,90.0,5,1,57.2,0.7,0,2.700000000000003,0.09271225328337815,Low
T1050,Design task 1050,Design,Low,2,7,99.5,0.0,1,1,100.0,8.8,2,-99.5,0.2597848942668221,Medium
T1051,Testing task 1051,Testing,Medium,8,9,33.3,0.0,3,0,49.0,8.4,0,-33.3,0.22829971188422868,Medium
T1052,Presentation task 1052,Presentation,Medium,6,10,55.3,0.0,0,0,78.6,6.5,0,-55.3,0.11884531443066787,Low
T1053,Research task 1053,Research,Low,8,3,55.3,62.5,0,0,63.6,2.8,0,7.200000000000003,0.09178979000071122,Low
T1054,Research task 1054,Research,Medium,14,9,52.5,35.7,5,5,100.0,9.5,1,-16.799999999999997,0.37734260326340846,High
T1055,Testing task 1055,Testing,High,2,4,38.8,0.0,5,0,51.9,4.1,0,-38.8,0.1801628480808425,Low
T1056,Presentation task 1056,Presentation,Low,14,13,17.9,7.1,1,0,55.3,4.3,1,-10.799999999999999,0.0961573081014796,Low
T1057,Testing task 1057,Testing,Low,7,16,57.3,0.0,0,0,50.6,8.6,0,-57.3,0.13839462174887293,Low
T1058,Presentation task 1058,Presentation,Low,11,13,35.8,0.0,4,0,76.5,6.6,1,-35.8,0.10332044586697542,Low
T1059,Testing task 1059,Testing,Low,6,-2,57.1,100.0,5,4,42.5,10.0,0,42.9,0.616996991607694,High
T1060,Research task 1060,Research,Low,5,20,35.1,0.0,1,0,60.4,5.6,0,-35.1,0.15717864494812728,Low
T1061,Development task 1061,Development,Medium,11,-2,27.5,100.0,3,1,27.0,4.0,0,72.5,0.5827541356222856,High
T1062,Documentation task 1062,Documentation,Low,10,20,60.9,0.0,1,0,74.8,3.5,1,-60.9,0.09065915576413591,Low
T1063,Testing task 1063,Testing,Medium,3,-2,58.8,100.0,4,3,60.0,0.4,1,41.2,0.3706299547916613,High
T1064,Design task 1064,Design,High,10,9,69.5,10.0,2,1,40.2,4.3,2,-59.5,0.3001423244207249,Medium
T1065,Design task 1065,Design,High,11,0,100.0,100.0,0,0,91.7,7.9,2,0.0,0.18661090766077512,Low
T1066,Testing task 1066,Testing,Medium,6,0,61.9,100.0,1,0,43.8,6.5,0,38.1,0.374477402792699,High
T1067,Development task 1067,Development,Low,13,13,67.1,0.0,3,1,85.9,5.1,1,-67.1,0.08682042471089796,Low
T1068,Testing task 1068,Testing,Low,9,14,28.1,0.0,4,1,56.0,2.5,2,-28.1,0.14834281211719336,Low
T1069,Development task 1069,Development,Low,5,0,22.8,100.0,0,0,100.0,5.6,2,77.2,0.48800314938040895,High
T1070,Development task 1070,Development,High,1,20,94.6,0.0,5,4,85.0,7.5,0,-94.6,0.23251960499984042,Medium
T1071,Testing task 1071,Testing,High,10,5,31.9,50.0,3,3,49.8,6.1,0,18.1,0.420875191072575,High
T1072,Research task 1072,Research,Medium,3,5,28.9,0.0,5,0,51.7,5.4,0,-28.9,0.036899015190590315,Low
T1073,Development task 1073,Development,Medium,11,4,54.0,63.6,5,4,82.1,3.0,0,9.600000000000001,0.22081375035117407,Medium
T1074,Development task 1074,Development,Medium,8,8,52.7,0.0,0,0,64.8,7.2,1,-52.7,0.16889893437276005,Low
T1075,Documentation task 1075,Documentation,Low,7,2,32.4,71.4,0,0,66.6,0.0,1,39.00000000000001,0.32039368183378697,Medium
T1076,Documentation task 1076,Documentation,High,3,7,47.4,0.0,4,0,95.4,6.0,1,-47.4,0.055113522665944055,Low
T1077,Development task 1077,Development,Low,10,2,85.7,80.0,1,1,55.0,10.0,1,-5.700000000000003,0.3977163314390212,High
T1078,Design task 1078,Design,Medium,3,-1,34.9,100.0,0,0,71.8,1.2,1,65.1,0.41766325572910634,High
T1079,Design task 1079,Design,Medium,6,6,20.2,0.0,2,1,89.1,4.4,1,-20.2,0.12960885097111963,Low
T1080,Design task 1080,Design,Low,12,13,78.6,0.0,5,1,86.2,5.0,1,-78.6,0.1270238025613655,Low
T1081,Design task 1081,Design,Medium,13,15,67.3,0.0,4,2,66.8,3.8,0,-67.3,0.1938814386905952,Low
T1082,Documentation task 1082,Documentation,High,14,6,39.5,57.1,3,1,64.2,7.6,1,17.6,0.22189241830704018,Medium
T1083,Research task 1083,Research,Low,14,5,15.4,64.3,1,1,35.2,6.2,2,48.9,0.47192817274026544,High
T1084,Research task 1084,Research,Medium,8,16,36.4,0.0,2,2,48.9,5.4,0,-36.4,0.35478893538065415,High
T1085,Testing task 1085,Testing,Medium,3,13,53.6,0.0,4,4,76.4,7.0,0,-53.6,0.326532740543221,Medium
T1086,Design task 1086,Design,Low,12,17,84.1,0.0,0,0,67.2,5.0,2,-84.1,0.14969576885917119,Low
T1087,Documentation task 1087,Documentation,Low,12,18,29.1,0.0,3,1,71.5,10.0,0,-29.1,0.24840361809182415,Medium
T1088,Documentation task 1088,Documentation,Low,14,16,52.9,0.0,0,0,90.8,5.4,0,-52.9,0.12384526827648859,Low
T1089,Documentation task 1089,Documentation,Low,10,19,71.9,0.0,1,1,46.3,5.5,1,-71.9,0.3183371740621723,Medium
T1090,Development task 1090,Development,Medium,2,7,0.0,0.0,1,0,65.3,0.7,0,0.0,0.03472929263104489,Low
T1091,Development task 1091,Development,High,8,7,80.8,12.5,4,3,73.8,3.6,1,-68.3,0.3067027138306501,Medium
T1092,Development task 1092,Development,Medium,7,5,25.4,28.6,5,3,55.9,7.9,0,3.200000000000003,0.36166741006023306,High
T1093,Design task 1093,Design,High,12,3,63.3,75.0,0,0,98.6,1.7,2,11.700000000000003,0.155746214850994,Low
T1094,Testing task 1094,Testing,Medium,6,15,61.2,0.0,4,2,88.2,0.0,1,-61.2,0.07221867337437211,Low
T1095,Presentation task 1095,Presentation,Medium,5,14,82.1,0.0,3,1,75.8,5.1,1,-82.1,0.128455471328137,Low
T1096,Design task 1096,Design,Medium,2,16,68.8,0.0,5,2,100.0,8.4,1,-68.8,0.19300314350350364,Low
T1097,Research task 1097,Research,Low,12,1,0.0,91.7,5,3,40.0,5.1,2,91.7,0.6638215882155539,High
T1098,Testing task 1098,Testing,Medium,11,9,35.4,18.2,0,0,69.8,4.2,0,-17.2,0.019875406722047392,Low
T1099,Development task 1099,Development,Medium,1,3,58.5,0.0,4,3,77.3,0.4,1,-58.5,0.22145132334392947,Medium
T1100,Documentation task 1100,Documentation,High,7,18,50.1,0.0,3,1,51.7,6.1,1,-50.1,0.29498977985909025,Medium
T1101,Presentation task 1101,Presentation,Medium,7,4,66.9,42.9,0,0,76.0,6.7,0,-24.000000000000007,0.1753237069915439,Low
T1102,Presentation task 1102,Presentation,Low,7,1,74.7,85.7,1,1,47.9,0.5,0,11.0,0.23034735985978824,Medium
T1103,Development task 1103,Development,High,13,11,70.2,15.4,5,4,83.8,7.8,1,-54.800000000000004,0.2515798301299755,Medium
T1104,Presentation task 1104,Presentation,Low,3,18,49.6,0.0,3,1,91.2,6.9,1,-49.6,0.1983592838753706,Low
T1105,Research task 1105,Research,High,5,19,8.8,0.0,2,2,75.4,7.8,0,-8.8,0.27956814756642434,Medium
T1106,Development task 1106,Development,High,3,0,43.6,100.0,1,0,32.9,6.5,0,56.4,0.46770205871279535,High
T1107,Design task 1107,Design,High,4,5,65.4,0.0,5,5,50.7,6.6,0,-65.4,0.3697027352969484,High
T1108,Presentation task 1108,Presentation,High,13,1,27.7,92.3,1,0,81.3,6.3,1,64.6,0.4599111931113997,High
T1109,Testing task 1109,Testing,Low,14,5,70.8,64.3,0,0,70.4,7.2,1,-6.5,0.11246049522019055,Low
T1110,Development task 1110,Development,Medium,1,10,77.7,0.0,3,2,16.1,0.5,0,-77.7,0.2444309473924656,Medium
T1111,Research task 1111,Research,High,9,4,58.2,55.6,5,1,94.9,1.2,0,-2.6000000000000014,0.050809583135267136,Low
T1112,Documentation task 1112,Documentation,Medium,4,-1,0.0,100.0,1,0,72.7,3.2,1,100.0,0.5106849144698985,High
T1113,Testing task 1113,Testing,Low,3,9,23.0,0.0,1,0,53.6,4.7,1,-23.0,0.19998710930010388,Low
T1114,Presentation task 1114,Presentation,Low,5,-1,100.0,100.0,2,2,89.9,6.0,1,0.0,0.3638062936525622,High
T1115,Development task 1115,Development,Medium,3,3,41.3,0.0,1,0,56.4,5.8,1,-41.3,0.25898884918584936,Medium
T1116,Research task 1116,Research,Medium,7,-2,5.4,100.0,3,3,56.2,7.8,1,94.6,0.77174617918508,High
T1117,Development task 1117,Development,Medium,14,-1,85.9,100.0,1,1,77.2,7.9,1,14.099999999999994,0.3732158271288769,High
T1118,Testing task 1118,Testing,High,9,8,55.3,11.1,0,0,100.0,2.8,1,-44.199999999999996,0.046022743194147474,Low
T1119,Design task 1119,Design,High,11,17,82.6,0.0,1,1,100.0,5.6,1,-82.6,0.11392891654693321,Low
T1120,Research task 1120,Research,Medium,7,15,61.9,0.0,5,3,77.2,2.9,0,-61.9,0.24468675224493017,Medium
T1121,Documentation task 1121,Documentation,Low,1,0,66.5,100.0,5,4,79.2,4.5,1,33.5,0.3998550793107165,High
T1122,Testing task 1122,Testing,Medium,2,-2,64.1,100.0,3,0,85.8,5.8,0,35.900000000000006,0.3292448530001455,Medium
T1123,Development task 1123,Development,Medium,4,5,72.4,0.0,2,2,44.9,0.0,3,-72.4,0.2999331596204549,Medium
T1124,Testing task 1124,Testing,Low,4,13,100.0,0.0,4,1,82.9,10.0,0,-100.0,0.15338422454749304,Low
